试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现
"英语专业四级","词汇与语法","Multiple Choice","选择题","During the reading lesson, the teacher asked students to read a few _______ from the novel.","pieces_|_essays_|_fragments_|_extracts,3","extract意为“摘录，选粹”； piece 意为“篇、章，”一般指完整的作品； essay 表示“短文，评论”等； fragment 意为“残存的碎片”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I found the corridor outside the classroom was also ________ with freshmen.","jammed _|_pressed_|_stuffed_|_accumulated,0","jam意为“使塞满，挤满”；press意为“拥挤，受压”；stuff意为“填充”； accumulate意为“积聚，堆积”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I wouldn't say he was brilliant but he is _______ at his job.","competent_|_skillful_|_capable_|_efficient,0","competent意为“有能力的，胜任的”，后面可以接介词at；skillful意为“灵巧的，熟练的”； capable意为“有能力的，能干的”，后接介词of；efficient意为“有效率的，能干的”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Because of his poor health, it took him a long time to throw ________ his bad cold.","off  _|_away_|_up_|_over,0","throw off意为“去掉（伪装），摆脱掉”； throw away意为“扔掉，丢弃”； throw over意为“抛弃；拒绝；使覆盖”；throw up意为“呕吐，放弃”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The rain was heavy and ________ the land was flooded.","consequently_|_constantly_|_continuously_|_consistently
,0","consequently意为“因此”；constantly意为“固定不变地，一再发生地”； continuously意为“持续不断地”； consistently意为“一贯地，始终如一地”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The statesman and writer you talked with last month ________ at today's conference.","was present_|_was presenting_|_were present_|_were presenting,0","主语中有两个名词statesman and writer，但前面只有一个定冠词the，所以statesman和writer指的是一个人，谓语动词用单数；be present意为“出席（会议）”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ has been known for about a hundred years, its commercial development has taken place since the beginning of the century.","Which_|_While_|_That_|_As,3","as作为关系代词引出非限制性定语从句，指代后面的整个主句。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The elderly man who is mowing the lawn is ________ the mayor himself.","no other but_|_no other than_|_no one than_|_none other than,3","none other than意为“不是别人，正是……”","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","To succeed on a scientific research project, ________.","one needs to be persistent_|_persistence is needed_|_one needs be a persistent person_|_persistence is one needs,0","to succeed in…是动词不定式做目的状语，后面主句的逻辑主语必须和这个不定式的主语一致；need做实义动词时跟带to的不定式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Man has used metals for centuries in gradually increasing quantities but it was ________ the Industrial Revolution that they came to be employed in really vast quantities.","till_|_until_|_not until_|_not till,2","强调句式It is not until…that…意为“到……时候才……”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Peter has just arrived, but he talks as if he ________ everything here.","will know_|_has known_|_knew_|_know,2","as if引导的状语从句用虚拟语气，表示从句动作与主句动作同时发生，从句用一般过去时。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","They will wonder whether their life ________ considerably by 2012.","will have changed_|_will be changing_|_will have to change_|_is going to change,0","将来完成时表示到将来某一时刻已经完成的动作，常与by连用。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ three girls, I have always believed that Mary is the ________ beautiful.","Of…more_|_Among…much_|_Of…most_|_Among…most,3","among表示在三个或三个以上的范围内比较，用最高级。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This picture is believed ________ painted by Tom.","it was_|_to be_|_to being_|_to have been,3","动词不定式的动作在谓语动词之前发生，要用动词不定式的完成时。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I ________ provided you with the money. Why didn't you ask me?","could have_|_had_|_must have_|_ought to have,0","could have done表示过去某事可能发生而没发生，意为“本来可以……”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","My cat would not have bitten the toy fish, ________ it was made of rubber.","if she has known_|_she should have known_|_if she knew_|_had she known,3","在虚拟语气的条件状语从句中，连词if可以省略，这时要把were / had / should提到从句主语前面进行倒装。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The Japanese dollar-buying makes traders eager to ________ dollar in fear of another government intervention.","let in_|_let out_|_let go of_|_let off,2","let go of意为“释放；放弃”； let in意为“放进，允许……进入”；let out意为“放掉；泄露”； let off意为“放出；饶恕”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ are inert outside living cells, but within the appropriate cells they can replicate, causing viral diseases in the organism.","Viruses_|_That viruses_|_Viruses, which_|_Despite virus,0","根据句中的but判断， 本句为并列句，空处所缺为前一句的主语。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ your body does after the stimulus has acted is called the response.","When_|_How_|_What_|_That,2","what引导主语从句并在从句中做宾语。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________, astronomy is a field in which amateurs can make significant contributions.","Not only most other sciences_|_In most other sciences_|_However most other sciences_|_Unlike most other sciences,3","unlike引导介词短语，“不像……”。","0","0","2"
